The market area of a city is defined by both,profit margin and product cost,accessibility and necessity,threshold and range,economy and population,proximity and production,C
The Human Development Index was designed to,measure the level of development of states based on social indicators and economic production,take into account differences in prices between countries,measure the level of income disparity between the country's richest and poorest population groups,compare gender equality amongst different countries,calculate the dollar value of all goods and services produced in a country annually,A
"Furniture requires parts to be assembled into components that are then assembled together to create a larger finished product. In this regard, furniture is an example of a",footloose industry,high-benefit service,supply chain,bulk-losing industry,deglomeration,C
Which of the regions on the map would contain the Piedmont Industrial Region?,A,B,C,D,E,C
Locations on the map that are marked with a ▲ are,service regions in less-developed countries,regions that practice subsistence agriculture,megacities,manufacturing regions in more-developed countries,regions that specialize in plantation agriculture,D
Which of the regions on the map contain areas that would be a cultural hub of Cajun and Zydeco influences?,A,B,C,D,E,B
"Tibet, Nepal, and Bhutan share commonalities in cultural landscape features such as architecture due to the influence of",Buddhism,Judaism,Hinduism,Jainism,Christianity,A
Which of the following is true of the United States and Australia?,They are in the same environmental region.,Their cultural regions overlap significantly.,Their political boundaries are fuzzy.,Their vernacular regions are identical.,They are in the same linguistic region.,E
All of the following statements are true of Mexico and Malaysia EXCEPT that both,have birth rates that exceed their death rates,are newly industrialized countries,have positive rates of natural increase,are in stage 4 of the demographic transition model,have experienced increases in quality of life in recent decades,D
Which of the following is NOT associated with the quaternary stage of production of goods and services?,Wholesaling,Financing,Manufacturing,Advertising,Marketing,C
Nonrenewable resources include,uranium and wind power,biofuel and coal,solar energy and tidal power,petroleum and natural gas,hydropower and nuclear energy,D
A port location where foreign firms are given special tax privileges to incentivize trade is known as a(n),free-trade zone,transport node,export processing zone,resource node,agglomeration,C
"Which of the following models best represents the post-industrial city with its several, dispersed business districts?",Galactic city,Latin American city,Multiple-nuclei,Sector,Concentric zone,A
The primary reason that humanity has been able to escape the Malthusian trap is,changing weather patterns,improvements in human digestion,increased government intervention,reduced open-border policies,improved agricultural technology,E
The Total Fertility Rate is the estimated average number of children born to each female aged,10–40,10–45,15–40,15–55,18–50,D
"If the Rate of Natural Increase (RNI) for the United States is 4.25, approximately how many years would it take for the United States to double its population?",4.25,8.25,16.5,23.5,33,C
___________ diffusion occurs when an innovation occurs in a central place and then expands outwards in all directions to other locations.,Relocation,Stimulus,Contagious,Hierarchical,Expansion,E
All of the following underwent balkanization EXCEPT,Yugoslavia,Mongolia,the Austro-Hungarian Empire,Czechoslovakia,the USSR,B
The provided images would best be described as,life expectancy curves,migration models,population pyramids,demographic transition models,total fertility rate curves,C
Diagram E represents a country that is experiencing,fast growth,moderate growth,slow growth,zero growth,negative growth,A
Which diagram would best exemplify a country that is in stage 1 of the demographic transition model?,A,B,C,D,E,B
The concept that the living space for each distinct nation is based upon the optimal physical geography of a culture group is known as,sequent occupance,environmental determinism,acculturation,possibilism,,E
All of the following countries are considered New Asian Tigers and received development funding through Foreign Direct Investment EXCEPT,China,Japan,Indonesia,Thailand,Vietnam,B
A population under a single government is best defined as a,country,nation,state,nation state,stateless nation,C
The racist method of real estate agents encouraging white homeowners to sell their homes at a loss by implying that minorities were moving in is known as,gentrification,blockbusting,functional zonation,redlining,new urbanism,B
Which of the following is NOT considered a plantation crop?,Cane Sugar,Palm Oil,Tea,Rubber,Pistachios,E
An operational border dispute occurs when,"borders are agreed to, but passage across the border is a problem",border treaties are interpreted two different ways by states,a resource lies on two sides of a border,"the border moves, like when a river changes course",borders do not match cultural boundaries,A
What percent of the world's freshwater is used in irrigation agriculture worldwide?,10%,25%,50%,75%,95%,D
Which of the following is NOT a potential consequence of gerrymandering?,Minority representation is decreased.,Election outcomes are predictable.,Both minority and majority parties are equally represented.,Incumbents are protected in their positions.,Election outcomes favor the majority party which minimizes the power of the minority party.,C
The diplomatic meeting between European colonial powers to set the internal political boundaries in Africa,led to the Oregon Treaty,is referred to as the Conference of Berlin,resulted in the Antarctic Treaty,established the Organization of the African Union,is known as the Paracel consortium,B
"Primary production, which includes agriculture, mining, and forestry, consists of",activities that include the extraction of natural resources from the earth,"the transportation, wholesaling, and retailing of finished goods to consumers",activities that include the fabrication of components,the processing of raw materials,activities that include the assembly of finished goods,A
The number of immigrants minus the number of emigrants for every thousand members of the population is known as the,population growth rate,net migration rate,rate of natural increase,demographic equation,gross immigration rate,B
Specific things about the rural agricultural landscape and livelihood that force people off the farm are known as,life-course changes,pull factors,shift factors,push factors,migration opportunities,D
Which of the following is NOT a characteristic of newly industrialized countries (NICs)?,They experience rapid internal rural-to-urban migration.,NICs have high birth rates and high death rates.,They are transitioning their focus away from agriculture to manufacturing as the primary form of economic production.,NICs experience rapid population growth.,They have high rates of natural increase.,B
"According to the United Nations Conference on the Law of the Seas (UNCLOS), sovereign territory that includes the area of the sea from the shore out to the 12-nautical-mile limit is referred to as",an exclusive economic zone,admiralty law,a special economic zone,the high seas,the territorial sea,E
The curved strip of arable land that connects Mesopotamia and Egypt through to the Levant is known as,a Sunbelt State,the Etruscan environment,a Special Economic Zone,the Fertile Crescent,the Tiberian Trench,D
This model of urban structure is known as the,concentric zone model,Latin American city model,peripheral model,multiple-nuclei model,sector model,E
In which region does middle-class housing exist?,1,2,3,4,5,D
"In the United States, crops and animals that must not be grown using genetic engineering, must be free of pesticides, antibiotics, and synthetic hormones, and must feed on completely organic crops are classified as",appellation products,cottage industry yields,heirloom,natural food products,organic,E
Which of the following is a list of microstates?,"Antigua and Barbuda, Bahrain, and Hong Kong","Denmark, Dominica, and Mexico","Andorra, Liechtenstein, and St","Malta, Nigeria, and Palau","Brazil, Luxembourg, Singapore",C
The North Atlantic Treaty Organization is a supranational organization that is primarily concerned with,ilitary cooperation,governmental loans,regional diplomacy,petroleum pricing regulation,free-trade zones,A
"In Ernest Burgess' concentric zone model, the outermost ring would best be described as",the suburbs,the central business district,inner-city housing,the industrial zone,the exurbs,E
"Since the first census was conducted in 1790, the population center of the United States has",moved north each decade,moved east each decade,remained stationary,moved south each decade,moved west each decade,E
The two photos above most clearly display the difference between,developed and developing world agriculture,Old World and New World agricultural techniques,wheat and corn,fallow fields and crop rotation,monoculture and biodiversity,E
Which of the following is NOT a pillar of Islam?,Six Daily Prayers,Islamic Creed,Alms to the Poor,Observance of Ramadan,The Hajj,A
"The bluegrass music tradition, in which the fiddle and the banjo are the primary interests, is most prevalent in",Texas,the Ozarks,Louisiana,the Caribbean,Appalachia,E
Underdeveloped countries with primarily agricultural and resource-based economies that have no formal national government are best described as,Fifth World countries,Fourth World countries,Third World countries,Second World countries,First World countries,A
All of the following statements regarding women are true EXCEPT,the percentage of female-headed households in urban areas has increased significantly in recent decades,women surpass men in terms of average pay in the service sectors of health care and education,female heads of household are less likely to rely on public transportation than male heads of household,the 19th Amendment to the U.S,"on average, women live approximately 5 years longer than men",C
The primary purpose of the European Court of Justice is to,ensure that no taxes or tariffs are charged on goods and services that cross the internal borders of the European Union,provide a legal venue for cases between litigants in separate European Union member states,set the European Union's annual policy agenda,propose and approve laws within the European Union,act as the executive branch of the European Union to enact programs and enforce regulations set by the European Union Parliament and Counci,B
The graph provided best illustrates,Mendel's theory,von Thünen's model,Malthusian theory,Magnuson's model,population-consumption theory,C
The point at which the lines of food production and human population cross would best be described as the point at which,rapid migration to North America leads to a decline in the world economy,a former communist economy completes the transition from a Second World country to a Third World country,technological innovations will eliminate global food shortages,a former agrarian economy completes the transition into an industrialized economy,the population exceeds its ability to feed itself,E
Which of the following crops did NOT diffuse to the Old World from the New World as part of the Columbian exchange?,Maize,Potatoes,Tobacco,Chickens,Turkeys,D
The most likely purpose for drawing an electoral region in the manner shown above is,to reduce the likelihood of a mishap,to make the outcome of elections more predictable,to include various ethnic groups in the same district ,to distribute power more evenly,to counteract the power of repressive voting laws,B
"The name for the practice of redrawing districts in an unnatural, elongated manner is",reapportionment,electoral college,popular representation,gerrymandering,majority-minority districting,D
"In the House of Representatives, new voting districts are drawn based on the reapportionment of the 435 House seats, which in turn is based on",the national census,the electoral college,the wishes of the Speaker of the House,the results of the biannual November elections,the committee head's findings,A
The biggest cause of the decline of feudalism in Europe was,"the three-field system, which made land too expensive for the peasantry to farm",a series of revolutions that resulted in constitutional monarchy,a better practice of keeping economic statistics,the arrival of the Black Plague,the Catholic Church's insistence on something more equitable,B
All of the following are sacred texts in the Hindu-Buddhist tradition EXCEPT,The Upanishads,The Vedas,The Hadīth,The Bhagavad Gita,The Pāli Canon,C
"The growth of different levels of offices in Christianity (such as cardinals, archbishops, bishops, priests), as well as its birth in urban areas such as Rome, demonstrate that it experienced",expansion diffusion,hierarchical diffusion,relocation diffusion,contagious diffusion,stimulus diffusion,B
The difference between ethnicity and race is the difference between,common language and shared cultural perspective,ethnic diversity and ethnic purity,political self-definition and cultural self-definition,shared religious customs and general citizenship,national heritage and physical characteristics,E
The yam is considered a staple crop of which of the following culture hearths?,Nile River,Indus Valley,Mesoamerica,West Africa,Andean Highlands,D
"Research has shown that, in the years following contact with Europeans, native Americans died primarily of which of the following?",External warfare,Forced labor,Disease,Relocation,Intratribal conflict,C
"The movement of West African voodoo religion occurred via relocation diffusion, which itself was a result of",religious oppression from the landed aristocracy in Africa,a slowly dying cultural hearth,an evangelical tradition among its adherents,european-directed slavery ,a social custom that favors inclusion of outsiders,D
The reason that people of Latin America are often absent from the discussion of racial group physiology is that,there are too many racial groups to consider within the Latin race,experts consider the indigenous people of South America to be racially unclassifiable,"they contain a blend of Mongoloid, Negroid, and Caucasoid races but are not considered a separate race",the field of ethnology suffers from systematic prejudice,mestizos are found primarily within the Caucasian race but not the Mongoloid race,C
A Chinese man working in Africa meets another Chinese man and begins the conversation by asking which city he comes from. This is an example of an expression of,internal identity,external identity,xenophobia,possibilism,racism,A
The graphic above is an illustration of the difference between,relative location and absolute location,metes and bounds,a centralized pattern and a decentralized pattern,a linear pattern and a scattered pattern,map scale and relative scale,C
One expression of the difference between these two structures can be seen in the difference between,a planned economy and a market economy,subsistence agriculture and commercial agriculture,secondary production and tertiary production,an ancient culture hearth and a contemporary culture hearth ,stage 3 societies and stage 4 societies,A
"In the second half of the twentieth century, which of the following enabled the physical structure of American cities to change from the image on the left to the image on right?",Television,Balkanization,Increased immigration,Railroads,Oil,E
All of the following are population models EXCEPT,demographic transition model,epidemiological transition model,concentric zone model,Malthusian theory,population pyramid,C
A stage 4 nation has a population of 32 million people and a TFR (total fertility rate) of 1.4—yet its population has grown by nearly one million in the last two years.,The conclusion of a short war ,Positive net migration,Economic restructuring,A rapid decrease in the death rate,Deindustrialization,B
"According to the demographic transition model, the primary similarity between stage 1 and stage 2 societies is",a change from production of goods to a service-based industry,a change from a nationalistic model to an embrace of globalization,a mostly consistent population,a mostly consistent death rate,a mostly consistent birth rate,E
"Given centuries of traditional fishing in the region, the sharp rise in the Grand Banks cod harvest from 1956 to 1968 is most likely due to",better pay for the fishermen,greater market demand,improved fishing technology,changes in the Canadian diet,increased ownership of fishing boats,C
"Keeping in mind the prior rise in the cod harvest, the most likely reason for the rapid decline of the cod harvest from 1968 to 1975 is that",the fish population grew more savvy in avoiding fishing boats ,the Canadian government instituted strict regulations in 1975 intended to prevent overfishing,sudden environmental changes reduced the resilience of the cod population,the cod population had sustained severe damage due to the overfishing of recent years,"other fisheries had opened nearby, thus reducing the average catch",D
"Because of open access to the Grand Banks region until the 1970s, many foreign trawlers took advantage of the open waters. However, subsequent data has shown that the cod harvest continued to decline after 1975, even despite restricted access. This is an example of",the tragedy of the commons,subsistence farming,market socialism,supply and demand,fecundity,A
Which of the following arguments provides the LEAST support for the argument that the cod population will rebound?,The Grand Banks were closed to foreign fishing boats in 1977,The Canadian government imposed a moratorium on cod fishing for two years in 1992.,The cod population fluctuated wildly for at least a century prior to the boom-and-bust of the 1960s and 1970s.,A government report in 1994 discussed the cod population in terms of both commercial and biological extinction.,The behavior of the cod population typically changes as a result of severely decreased population.,D
This diagram best models,the cost-to-distance relationship in agricultural land use,elastic distance proximity,supply chain management,a cycle of dependency based on capital accumulation,the spatial margin of profitability,E
Which of the following is NOT an example of a matching pair of a domesticated animal with its geographical hearth?,Horse – Eurasian steppe,Cat – Near East,Dog – Europe,Chicken – northern Africa,Llama – Peruvian Andes,D
William Denevan is most closely associated with which of the following theories?,Concentric zone model,Central place theory,Native American depopulation,Latin American city model,Isolated state model,C
One of the weaknesses of the demographic transition model is that it,only looks at birth and death rates,fails to consider government incentives that affect birth rates,doesn't distinguish between the different types of deaths,isn't transparent with the sources of its data,includes the impact of wars but not of natural disasters,B
A neo-Malthusian believes that,not enough critical attention was paid to Thomas Malthus' warnings,the earth may not be able to sustain the food demands of 10 billion people,natural resources will always be consumed at the same rate regardless of population size,developed nations ought to consume food in the same per capita amount as developing nations,soil erosion is largely responsible for soil nutrient loss,B
A society with a triangular population pyramid enjoys which of the following advantages?,Improved urban standard of living,Lower infant mortality rates,Better educational services,A potentially larger future tax base,Political stability,D
Which of the following are examples of modern ethnostates?,Great Britain and North Korea,India and Pakistan,Israel and France,North Korea and Brazil,Japan and Israel,E
"According to the demographic transition model, as opposed to the internal migration experienced by stage 2 societies, internal migration experienced by stage 3 societies tends to be",pushed by educational needs ,pulled by religious incentives,from rural areas to urban ones,from suburban areas to rural ones,from urban areas to suburban ones,E
The primary financial advantage to locating a company in a developing country is,greater transparency ,low taxes,stable political regimes,an educated population,advanced infrastructure,B
"By 2050, one in three people are predicted to be over the age of sixty five. The economic consequences of this ""graying"" of the world population includes",decreased need for immigration,stable housing stock,reduced economic pressure on adult children ,fewer employment opportunities for younger people,stronger national pension programs,D
"The owner of a well-regarded urban Chinese restaurant is interested in expanding to a second location in the suburbs. She hires a consultant who studies the proposed location, then informs her that the location does not reach the minimum number of people necessary to support her business. According to Central Place Theory, this number is known as the",market area,threshold,range,settlements,rank size,B
The map denoted above is an example of a,cartogram,isoline map,choropleth map,topographic map,thematic map,D
The curving contour lines that are densely clumped on the map denote,human settlements,vegetation,altitude,roads,rivers,C
Which of the following groups are LEAST likely to regularly use maps of this type?,Highway planners,Epidemiologists,Environmental engineers,Long-distance hikers,Emergency responders in natural disasters,B
The earliest techniques used for making such maps include,aerial photography and stereomodelling,copper engraving and lithographs,plane tables and the alidade,field surveys and photogrammetry,tape traverses and sketching,E
An exclave differs from an enclave in that an exclave is,a sovereign territory that exists geographically separate from the main territory ,"a minority culture group concentrated inside a nation dominated by a different, larger culture group",a group of citizens living outside of their own borders,technically able to dictate legal procedures on the high seas ,encircled by superimposed boundaries,A
"The existence of a periodic market, such as a weekly farmers' market serving the people of a rural county, depends primarily upon",a close proximity to the products that it sells,a high profitability index ,a union of vendors,a threshold too low to support a full-time market,"a series of municipal incentives, particularly tax breaks",D
"The Mississippi River Delta, with its peculiar blend of European and African traditions, boasts its own accent, food, and music that have spread across the United States. This is known as a",contemporary culture region,cluster of oppression,bioregion,linguistic region,ancient cultural hearth,A
"In Argentina, the spread of soccer occurred via British railroad employees as they constructed railways across the country. This is an example of",hierarchical diffusion,contagious diffusion,relocation diffusion,stimulus diffusion,expansion diffusion,B
Which of the following is NOT an example of a folk food taboo?,The Jewish prohibition of serving meat and dairy on the same plate,The Muslim banning of pork products,The Hindu restriction on consuming cows,The Christian tradition of forgoing meat on Friday during Lent,The Icelandic tradition of eating rotten fermented shark,E
"Based solely on the map above, which of the following conclusions can be best drawn about the population of Europe?",The Mediterranean region of Europe has a lower birth rate than other regions of Europe,"While all other portions of Europe are clearly growing in population, the nations in the Mediterranean are shrinking in population",Nations in the Mediterranean region will soon have smaller populations than the nations of northern Europe,Immigration to the Mediterranean region of Europe makes up for its low birth rate,"France, Sweden, and Norway have enacted family-friendly policies that encourage a higher birth rate.",A
Which of the following is NOT a criticism of using the GDP (Gross Domestic Product) as a measure of national health?,It doesn't analyze the manufacturing sector as well as other indices.,It cannot understand how to measure information relayed on the Internet.,"It doesn't measure services, or quality of service, accurately.",It fails to take into account how national income is distributed.,"It doesn't count unpaid services, such as elder care.",A
All of the following are becoming more necessary for businesses to compete in the contemporary global marketplace EXCEPT,telephones,motor vehicles,the Internet,domestic manufacturing plants,computers,D
"Economically, Mexico and Canada are similar in that the wealth of both countries is",a direct result of NAFTA,concentrated along the border with the United States,"in a state of flux, depending upon the level of immigration to the United States",owing mostly to the tourism industry,the cause of many of their most serious social problems,B
"Somali immigrants to the United States have formed a community of over 80,000 in the Minneapolis-St. Paul metropolitan area. This practice of migrants following fellow migrants of the same ethnicity to the same area is referred to as",quota laws,chain migration,documented immigration,a pull factor,migrant work,B
"One of the principal causes of the China-Tibet conflict, which began in 1950, was",the historical overreliance of Tibet upon the Chinese government,the Chinese need to control the vast economic resources of the Tibetan plateau ,the violent revolutionary rhetoric of the Dalai Lama,the unwillingness of the Chinese Communist Party to accept the traditions of Tibetan Buddhism,the U.S,D
Internal migration is LEAST likely to occur for which of the following reasons?,Civil disturbance,Economic opportunity,Natural disaster,Political revolution ,Educational opportunities,D
"Based on the map, which of the following can be concluded about the African continent?",Subsistence farming has affected the appearance of its landscape.,A significant natural feature prevents the growth of trees in the northern portion of the continent,Excessive pastoralism caused the denuding of the majority of the trees on the continent.,The region with the tallest and densest trees is the most economically successful.,Generations of slash-and-burn agriculture has resulted in a continent with uneven forest coverage.,B
All of the following are causes of deforestation in central Africa EXCEPT,slash-and-burn agriculture,road construction,demand for timber from foreign lands such as China,soil erosion,fuelwood and charcoal collection,D
"The term reverse migration, when applied to African-Americans, refers to",their desire to return their communities to Africa ,their annual visits to the fields in which the slaves toiled,their improved standard of living when compared with their ancestors,their term for the migration of white Americans from the Deep South to the North,their return from the North to newly urbanized areas of the Deep South,E
"Universalizing religions are divided, from largest to smallest, into","denomination, sect, branch","branch, denomination, sect","sect, denomination, branch","branch, sect, denomination","denomination, branch, sect",B
"A young woman living in Namibia cannot find news about her homeland because the television stations and newspapers don't have enough money in their budgets to do investigations. Instead, she watches episodes of The Real Housewives of Atlanta for free on YouTube. Critics might call this an instance of",contemporary culture region,migration diffusion,cultural imperialism,transnationalism,cultural synthesis,C
"Amish families in Pennsylvania have a tradition of giving a large plot of farmland to each of their sons, but many of these families have recently begun to have difficulty finding new land to buy. This is an example of the",problems of the new urban density,challenge of sustainability in folk culture,discrimination against religious groups,twenty-first century disregard for ancestral customs,newfound rural economic crisis,B
All of the following are examples of multilingual societies EXCEPT,Switzerland,Belgium,Malaysia,South Africa,France,E
"A Chinese trader and a Brazilian coffee farmer sit down for a business meeting. During the negotiation, they attempt to communicate in basic English, mostly simple nouns and verbs. This is known as",a language diversity,an endangered language,a lingua franca,a pidgin language,an isolated language,D
"Which of the following best describes a ""push factor"" that would cause rural people in the Third World to leave their farms and migrate away from their home community?",Guest worker policies in First-World countries,Civil war or armed conflict in the rural countryside,Job opportunities in manufacturing,Access to services and education opportunities in cities,Decreasing land costs for farmers,B
"The concept of physical geographic factors such as soils, climate, and resources shaping a specific culture group's behavior and practices is known as",transhumance,cultural imperialism,convergence zones,environmental determinism,Tobler's law,D
An example of a nation without a representative state would be,Greece,Egypt,Panama,Indonesia,Kurdistan,E
"As industrialized countries continue to develop economically, agriculture in these First-World states tends to have the following characteristics:",larger farm size and increasing corporate ownership of farms,larger farm size and more government ownership of farms,smaller farm size and a diversity of crops on each farm,smaller farm size and fewer family-owned farms,larger farm size and increasing number of family-owned farms,A
The shaded area on the map would be best described as the,European culture hearth,European industrial core region,European Union,Mackinder's Heartland,European population periphery,B
The long-term demographic effect of the One-Child Policy in China has been,large-scale out-migration of Chinese to foreign countries,reduction of the total fertility rate below the replacement rate,mass rural-to-urban migration,smaller total population of China,in-migration of foreign guest workers to fill low-paying service jobs,B
"The effects of increasing worldwide use of the Internet, popularity of Hollywood movies, and consumption of other English-language media would be examples of",cultural globalization,expansion diffusion,the Anatolian migration,contagious diffusion,vernacular regions,A
"Workers freely moving between member states within the European Union and the elimination of customs inspections for cars, trucks, and trains moving between EU member states are results of",the removal of tariffs,the development of the European Coal and Steel Community,open-border policies ,the monetary union and use of the Euro ,judicial decisions of the European Court of Human,C
"Which plant was the dominant staple crop for the culture hearths of Mesopotamia, ancient Egypt, and the rest of the Fertile Crescent?",Corn (maize),Potatoes,Yams,Wheat,Rice,D
New factories located in less developed countries (LDCs) are often the result of corporations based in more devel-oped countries (MDCs) that are seeking,industrial locations next to natural resource sites ,least-cost industrial locations,industrial locations at transportation nodes,increased government regulation of industry,a technically trained and highly educated industrial workforce,B
All of the following are problems associated with suburban sprawl EXCEPT,limited transportation access and increasing road congestion,ethnic and racial segregation of suburban communities from the inner city,limited tax funds to pay for new public schools and services for the elderly,limited communications access and few utility services ,destruction of natural landscapes and the elimination of farmland,D
The diagram above displays the concept known as,Population Density ,Demographic Transition Theory,Malthusian Theory ,Rate of Natural Increase,Total Fertility Rate,B
"As shown in Stage 4 of the model, birth rates can dip below death rates. A country that would be an example of this phenomenon would be",Sweden,Mexico,Brazil,United States,India,A
"In countries that would fall into Stage 2 of the model, the economy would be best characterized as",service-based,heavy industrial,agricultural,high technology,postindustrial,C
"In the diagram, the point where population growth would be at its highest rate would be",the beginning of Stage 1,the end of Stage 4,the line between Stage 1 and Stage 2,the line between Stage 2 and Stage 3,the line between Stage 3 and Stage 4,D
A topographical historian might explain the northern European tradition of slowly roasting meat and slowly cooking stews as,the result of a society with a genetic predisposition for patience,the primary cause of a long culinary tradition,better than the culinary traditions of other continents,the product of a region that has an abundance of firewood,the consequence of having abundant coal reserves,D
The large-scale mortality in the population of Native Americans during the decades following European settlement from 1492 onward was vastly the result of,warfare with invading European armies,changes in global climate which led to crop failures and sea-level rise ,slavery and forced labor in European-owned colonial plantations,infectious diseases introduced by European explorers and colonists,colonial government policies restricting the number of children in native families,D
One option for small family-owned farms to increase the market value of their crops would be to,eliminate irrigation and rely upon natural rainfall,switch to organic farming practices with no pesticides or chemical fertilizers,use biofuels such as vegetable-based diesel for their farm equipment ,switch to growing traditional staple crops such as corn and use fertilizers,export their crops to Third-World locations such as Sub-Saharan Africa,B
"The forced expulsion and resettlement of culture groups through the use of fear and violence, such as the conflicts within the former Yugoslavia in the 1990s, is known as",insurgency,demilitarized zones,chain migration,relocation diffusion,ethnic cleansing,E
The deindustrialization process within First-World countries where the national economy shifts away from manufacturing and toward services commonly leads to,decreased dependence on high technology and computers,large numbers of factory workers being laid off and unemployed,increased dependence on agricultural production and fisheries,decreased need for workers with degrees from colleges and universities ,smaller numbers of services available in suburban areas,B
"Efforts were made in the 2000s by many First-World city governments to increase the livability and ""cool"" factor of old central business districts (old CBDs) and surrounding industrial areas. This is intended to attract younger, educated residents and",creative or high-value service industries such as advertising and architectural firms ,traditional basic services such as family shoe stores and children's clothing retailers,heavy industrial and other manufacturing firms such as steel plants and foundries,transportation terminals and break-in-bulk points such as ports and rail yards,sweatshops and other export-based production such as shoes and furniture,A
"The type of manufacturing which involves the coordinated assembly of products as supplies and parts are received, and thus reduces production costs and decreases inventory space is known as",footloose industries,tertiary production,just-in-time production,craft manufacturing,cottage industries,C
Which of the following population statistics would be commonly found in newly industrialized countries (NICs)?,Slow population growth and rapid urban-to-rural migration,Zero population growth and rapid rural-to-urban migration,High population growth and rapid rural-to-urban migration,High population growth and rapid urban-to-rural migration,Slow population growth and rapid rural-to-urban migration,C
Singapore can be classified as all of the following EXCEPT,an entrepôt,an island state,a microstate,a dependent territory,a sovereign state,D
Which of the following cities is NOT part of a larger megalopolis?,New York,Paris,Tokyo,Osaka,Essen,B
"Because of its popularity as the center of the Islamic faith, the city of Mecca dominates its geographical area in such a way that it has become known as an",environmental region,nodal region ,market area,absolute location,prime meridian,B
One immediate and practical benefit that a nation receives from protecting its indigenous cultures is,guaranteed monetary reward from international bodies dedicated to the preservation of disappearing indigenous cultures,the ability to market this indigenous culture to the international tourism market,a more peaceable population owing to universal representation and protection,a gradual reduction in indigenous separatist movements,the awareness that the indigenous art and language will be preserved for future generations,B
Poor rural-to-urban migrants who settle in Latin American cities are most likely to have residences or homes,inside the abandoned buildings of downtown business districts,in government-provided public housing projects,in landlord-owned tenement buildings just outside the CBD,in squatter settlements on the urban periphery ,in single-family detached houses within the suburbs,D
The Total Fertility Rate (TFR) can be defined as,the estimated number of children born to each father during a one-year period,the difference between crude birth rates and crude death rates divided by 10,the estimated number of children born to each female of birthing age (ages 15–45),the total number of children born to each female in the previous ten-year period,the number of children per family required to replace the previous generation,C
Popular resistance to the creation of a European Union citizen status and EU passports for the residents of EU member states can be attributed to,Western Europeans having higher wages than workers in Eastern Europe,security problems associated with the open borders between member states,concerns over higher taxes to pay for EU government programs,"the popularity of high technology and communications systems, which reduce barriers to the formation of social networks",the attachment to personal identity based upon nationality and regional uniqueness,E
"In von Thünen's model of the Isolated State the location of village, town, or city would fall into the ring labeled",A,B,C,D,E,A
In von Thünen's model the most time-intensive and labor-intensive agricultural activities would fall in,rings D and E,ring E,rings A and B,rings B and E,"rings C, D, and E",C
In von Thünen's model the area that would be mainly used for grazing activities would be the ring labeled,A,B,C,D,E,E
"The concept of scale, in terms of the geographical analysis of population, would be divided upon levels such as","private, business, government","1:24,000, 1:1,000,000, 1:6,000,000","census tract, city, county ","male, female, dependents","gender, age, ethnicity",C
"The amount of energy resources known to be contained in a supply or deposit, such as the barrel volume of an oil field that has been explored by geologists, is known as a",proven reserve,potential reserve,surplus ,consumption volume,production volume,A
Pollution in the form of acid rain that can damage natural forests and lake environments is primarily the result of,the combustion of natural gas for home heating and industrial production,the burning of coal for electrical and industrial production,the use of hydrochloric acid in factories,airborne emissions from petroleum refineries,water vapor from nuclear plant cooling towers,B
The industrial location of large steel manufacturing centers such as Pittsburgh would be most significantly determined by,a high volume of steel consumers in the area,nearby location of iron ore resources,central location in retail networks,"nearby location of water, coal, and limestone resources",location as a break-in-bulk point,D
A financial factor that led to increased rates of home ownership and massive growth of suburbs in the United States after 1950 was,large decrease in the price of suburban land ,the GI bill and similar government-guaranteed mortgage programs,increased availability and popularity of credit cards,the development of the interstate highway system and expanded streetcar networks ,surplus agricultural production from farms in the United States,B
The identity of mestizos in Latin America is a mixture of culture and heritage from,Africans and Native Americans,multiple tribes from what is today California,Europeans and Africans,Native Americans and Europeans,Asians and Africans,D
Two examples of absolute monarchies that exist today are,United Kingdom and the Netherlands,China and Japan,Saudi Arabia and Brunei,Iceland and Japan,Turkey and Egypt,C
"Improvements in health care systems, sanitation infrastructure, and personal nutrition are factors that lead to",increased total fertility rates and higher birth rates,increased birth rates and decreased life expectancy,decreased life expectancy and increased total fertility rates,increased infant mortality rates and increased total fertility rates,decreased infant mortality rates and increased life expectancy,E
In social geography the concept of race is best defined as,differences based upon human physiological variations such as skin color and bone structure,differences based upon linguistic variations such as the Indo-European language family versus Asiatic languages such as Mandarin or African Bantu languages ,differences based upon ethnic variation between different nations or culture groups ,differences based upon human-environmental factors such as how climates and resource availability can affect the prosperity of a region's population,differences based upon the continent of a person's residence or origin,A
Friedrich Ratzel is noted as the geographer who,established the concept of Heartlands and Rimlands in political geography in 1904,devised the map and internal boundaries of colonial Africa at the Berlin Conference in 1884 ,established contemporary human geography at the University of Berlin during the 1800s,first proposed the concentric zone model of urban geographic form in the 1920s,proposed German expansion into the Eurasian steppes as a strategy prior to World War II,C
The place represented in Source A is,the location of the five pillars of Islam,a place of conflict between three major world religions,the former political seat of the Ottoman Empire before the end of World War I,"the destination of the Hajj, a once-in-a-lifetime pilgrimage of all able Muslims",located in the former Roman city of Byzantium,D
The place represented in Source B is considered to be,medieval European Christian religious architecture,atypical for the region in which it is found,outdated by modern architectural scholars,influential upon a large school of Asian designers ,disrespectful in its design towards believers,A
The places depicted in Sources A and B are similar in that both serve as,places of tax collection for the respective kingdoms,focal points for worship of the same polytheistic array of gods,destinations of journeys undertaken by believers of their respective monotheistic religions,the sole architectural inspirations for their respective regions,examples of wasteful budgeting for construction projects,C
